chain,bound_reduction_%,mu_reduction_%
avalanche,97.5,27.2
celestia,23.1,20.93
cosmoshub,62.63,27.74
injective,10.65,21.11
near,80.21,27.61
osmosis,14.96,20.47
sei,2.23,15.02
solana,99.15,28.14
sui,17.61,16.76
tezos,44.11,28.72
