chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.5
celestia,73.79,23.22
cosmoshub,98.11,28.59
injective,45.24,21.97
near,99.84,27.93
osmosis,77.18,22.76
sei,28.76,16.2
solana,100.0,28.61
sui,73.97,18.14
tezos,97.8,29.02
