chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.63
celestia,71.25,23.51
cosmoshub,94.23,28.18
injective,45.67,21.9
near,99.65,27.62
osmosis,78.5,22.55
sei,27.02,17.06
solana,100.0,28.69
sui,72.83,18.1
tezos,98.69,28.96
