file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,890,0.000,356,0.200,71.497462,3.126472e-05,0.000000
avalanche_weights.csv,890,0.100,356,0.200,64.907716,3.583657e-07,0.000000
avalanche_weights.csv,890,0.200,356,0.200,58.317969,9.107863e-10,0.000000
avalanche_weights.csv,890,0.300,356,0.200,51.728223,2.886108e-13,0.000000
avalanche_weights.csv,890,0.000,356,0.250,91.562935,6.895207e-02,0.000000
avalanche_weights.csv,890,0.100,356,0.250,83.166642,6.402218e-03,0.000000
avalanche_weights.csv,890,0.200,356,0.250,74.770348,1.859106e-04,0.000000
avalanche_weights.csv,890,0.300,356,0.250,66.374055,1.086160e-06,0.000000
avalanche_weights.csv,890,0.000,356,0.300,109.920008,7.929468e-01,0.000000
avalanche_weights.csv,890,0.100,356,0.300,99.888007,3.082704e-01,0.000000
avalanche_weights.csv,890,0.200,356,0.300,89.856006,4.599598e-02,0.000000
avalanche_weights.csv,890,0.300,356,0.300,79.824005,1.835702e-03,0.000000
avalanche_weights.csv,890,0.000,356,0.330,120.369767,1.000000e+00,0.000000
avalanche_weights.csv,890,0.100,356,0.330,109.412791,7.703654e-01,0.000000
avalanche_weights.csv,890,0.200,356,0.330,98.455814,2.508374e-01,0.000000
avalanche_weights.csv,890,0.300,356,0.330,87.498837,2.470503e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.819166,4.629180e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.137249,3.308813e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.455333,2.133555e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.773416,1.203061e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.112214,7.103370e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.340993,5.662183e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,8.569771,4.136981e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,7.798550,2.699870e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.149609,9.622865e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.254648,8.798756e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.359687,7.523763e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.464726,5.903237e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.849327,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.864394,9.943182e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.879461,9.424137e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.894529,8.336178e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,16.347403,1.140249e-01,0.000000
