chain,bound_reduction_%,mu_reduction_%
avalanche,99.9,27.48
celestia,42.31,23.02
cosmoshub,67.65,27.68
injective,10.97,21.08
near,78.59,27.4
osmosis,37.66,21.0
sei,7.3,16.03
solana,99.93,28.25
sui,32.04,16.95
tezos,61.83,28.59
