chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.64
celestia,57.26,23.27
cosmoshub,84.92,27.9
injective,27.24,21.46
near,96.51,27.6
osmosis,59.44,21.65
sei,16.04,16.57
solana,100.0,28.5
sui,53.46,17.44
tezos,89.2,28.75
