chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.77
celestia,71.14,23.52
cosmoshub,94.52,28.16
injective,45.68,21.9
near,99.13,27.68
osmosis,78.71,22.51
sei,27.12,17.01
solana,100.0,28.66
sui,72.92,18.07
tezos,98.56,28.94
