chain,bound_reduction_%,mu_reduction_%
avalanche,97.91,27.36
celestia,18.86,22.17
cosmoshub,44.79,27.47
injective,10.97,21.08
near,61.12,27.29
osmosis,15.34,20.44
sei,1.32,15.49
solana,98.97,28.12
sui,17.03,16.66
tezos,61.83,28.59
