file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,880,0.000,352,0.200,70.809357,3.757246e-05,0.000000
avalanche_weights.csv,880,0.100,352,0.200,64.288421,4.612773e-07,0.000000
avalanche_weights.csv,880,0.200,352,0.200,57.767485,1.283855e-09,0.000000
avalanche_weights.csv,880,0.300,352,0.200,51.246550,4.597122e-13,0.000000
avalanche_weights.csv,880,0.000,352,0.250,90.555037,7.139247e-02,0.000000
avalanche_weights.csv,880,0.100,352,0.250,82.259533,6.840329e-03,0.000000
avalanche_weights.csv,880,0.200,352,0.250,73.964030,2.082800e-04,0.000000
avalanche_weights.csv,880,0.300,352,0.250,65.668526,1.305244e-06,0.000000
avalanche_weights.csv,880,0.000,352,0.300,108.831102,8.013904e-01,0.000000
avalanche_weights.csv,880,0.100,352,0.300,98.907992,3.184983e-01,0.000000
avalanche_weights.csv,880,0.200,352,0.300,88.984882,4.927299e-02,0.000000
avalanche_weights.csv,880,0.300,352,0.300,79.061772,2.079989e-03,0.000000
avalanche_weights.csv,880,0.000,352,0.330,119.176679,1.000000e+00,0.000000
avalanche_weights.csv,880,0.100,352,0.330,108.339011,7.796553e-01,0.000000
avalanche_weights.csv,880,0.200,352,0.330,97.501343,2.606378e-01,0.000000
avalanche_weights.csv,880,0.300,352,0.330,86.663675,2.683832e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.823054,4.636893e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.140748,3.315317e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.458443,2.138421e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.776138,1.206201e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.117266,7.112199e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.345539,5.671085e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,8.573813,4.144900e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,7.802086,2.705993e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.157285,9.627879e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.261556,8.806918e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.365828,7.533865e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.470099,5.913645e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.862525,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.876273,9.946066e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.890020,9.432720e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.903768,8.348935e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,16.232482,1.069187e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,14.689234,3.856460e-02,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,13.145986,9.702690e-03,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,11.602737,1.474837e-03,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,23.010793,8.239786e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.869714,5.846527e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.728635,3.257916e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.587555,1.298390e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.701310,9.879863e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.331179,8.530389e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,20.961048,5.958944e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.590917,3.105695e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.323486,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.731137,9.887261e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.138789,8.358603e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.546440,5.446112e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.296939,6.468577e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,3.987245,5.487079e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.677551,4.449240e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.367857,3.405956e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.482202,9.182334e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.093982,8.505713e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.705762,7.615712e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.317542,6.530876e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.595809,9.997463e-01,0.000000
injective_weights.csv,50,0.100,20,0.300,6.136228,9.848318e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.676647,9.440710e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.217066,8.743620e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,7.411382,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.330,6.910243,1.000000e+00,0.000000
injective_weights.csv,50,0.200,20,0.330,6.409105,9.965558e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.907967,9.680444e-01,0.000000
near_weights.csv,318,0.000,127,0.200,26.966750,5.399828e-02,0.000000
near_weights.csv,318,0.100,127,0.200,24.469760,1.294610e-02,0.000000
near_weights.csv,318,0.200,127,0.200,21.972771,1.856834e-03,0.000000
near_weights.csv,318,0.300,127,0.200,19.475781,1.307560e-04,0.000000
near_weights.csv,318,0.000,127,0.250,35.228719,6.202712e-01,0.000000
near_weights.csv,318,0.100,127,0.250,31.985407,3.276134e-01,0.000000
near_weights.csv,318,0.200,127,0.250,28.742095,1.173857e-01,0.000000
near_weights.csv,318,0.300,127,0.250,25.498783,2.460565e-02,0.000000
near_weights.csv,318,0.000,127,0.300,39.195710,9.196865e-01,0.000000
near_weights.csv,318,0.100,127,0.300,35.595636,6.536955e-01,0.000000
near_weights.csv,318,0.200,127,0.300,31.995562,3.284474e-01,0.000000
near_weights.csv,318,0.300,127,0.300,28.395487,1.022381e-01,0.000000
near_weights.csv,318,0.000,127,0.330,42.575194,1.000000e+00,0.000000
near_weights.csv,318,0.100,127,0.330,38.677108,8.911789e-01,0.000000
near_weights.csv,318,0.200,127,0.330,34.779023,5.787097e-01,0.000000
near_weights.csv,318,0.300,127,0.330,30.880937,2.427479e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.200,8.335160,3.682289e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.200,7.701644,2.534242e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.200,7.068128,1.570542e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.200,6.434612,8.497185e-02,0.000000
osmosis_weights.csv,100,0.000,40,0.250,10.348615,7.505508e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.250,9.593754,6.151510e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.250,8.838892,4.668325e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.250,8.084031,3.210373e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.300,12.253946,9.688044e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.300,11.388552,8.952063e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.300,10.523157,7.786843e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.300,9.657763,6.273282e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.330,14.055254,1.000000e+00,0.000000
osmosis_weights.csv,100,0.100,40,0.330,13.089728,9.984899e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.330,12.124203,9.606021e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.330,11.158678,8.682557e-01,0.000000
sei_weights.csv,40,0.000,16,0.200,3.745809,7.990982e-01,0.000000
sei_weights.csv,40,0.100,16,0.200,3.531228,7.359755e-01,0.000000
sei_weights.csv,40,0.200,16,0.200,3.316647,6.644813e-01,0.000000
sei_weights.csv,40,0.300,16,0.200,3.102066,5.856859e-01,0.000000
sei_weights.csv,40,0.000,16,0.250,4.510579,9.512057e-01,0.000000
sei_weights.csv,40,0.100,16,0.250,4.259521,9.137166e-01,0.000000
sei_weights.csv,40,0.200,16,0.250,4.008463,8.641884e-01,0.000000
sei_weights.csv,40,0.300,16,0.250,3.757406,8.022582e-01,0.000000
sei_weights.csv,40,0.000,16,0.300,5.265202,9.997062e-01,0.121640
sei_weights.csv,40,0.100,16,0.300,4.978682,9.916143e-01,0.087990
sei_weights.csv,40,0.200,16,0.300,4.692162,9.712175e-01,0.065900
sei_weights.csv,40,0.300,16,0.300,4.405641,9.369603e-01,0.048250
sei_weights.csv,40,0.000,16,0.330,6.009645,1.000000e+00,0.337860
sei_weights.csv,40,0.100,16,0.330,5.688680,1.000000e+00,0.271990
sei_weights.csv,40,0.200,16,0.330,5.367716,1.000000e+00,0.213400
sei_weights.csv,40,0.300,16,0.330,5.046751,9.945901e-01,0.165710
solana_weights.csv,952,0.000,380,0.200,79.119612,7.304082e-05,0.000000
solana_weights.csv,952,0.100,380,0.200,71.566895,7.225020e-07,0.000000
solana_weights.csv,952,0.200,380,0.200,64.014177,1.327561e-09,0.000000
solana_weights.csv,952,0.300,380,0.200,56.461460,2.305880e-13,0.000000
solana_weights.csv,952,0.000,380,0.250,95.703795,3.546815e-02,0.000000
solana_weights.csv,952,0.100,380,0.250,86.612407,2.082016e-03,0.000000
solana_weights.csv,952,0.200,380,0.250,77.521019,3.087550e-05,0.000000
solana_weights.csv,952,0.300,380,0.250,68.429631,6.684591e-08,0.000000
solana_weights.csv,952,0.000,380,0.300,116.470540,7.426491e-01,0.000000
solana_weights.csv,952,0.100,380,0.300,105.502058,2.428608e-01,0.000000
