chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.82
celestia,71.21,23.51
cosmoshub,94.24,28.18
injective,45.4,21.94
near,99.61,27.57
osmosis,78.3,22.58
sei,27.4,16.89
solana,100.0,28.67
sui,72.83,18.1
tezos,98.61,28.95
