chain,bound_reduction_%,mu_reduction_%
avalanche,99.93,27.55
celestia,42.59,23.0
cosmoshub,66.67,27.69
injective,10.39,21.14
near,87.22,27.33
osmosis,36.6,21.08
sei,7.76,15.89
solana,99.93,28.25
sui,31.94,16.96
tezos,62.25,28.61
