chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.4
celestia,54.19,22.17
cosmoshub,92.35,28.26
injective,26.93,21.5
near,96.75,27.77
osmosis,58.36,21.77
sei,16.49,16.41
solana,100.0,28.47
sui,54.51,17.54
tezos,82.2,28.86
