chain,bound_reduction_%,mu_reduction_%
avalanche,99.71,27.28
celestia,33.81,21.29
cosmoshub,62.84,27.73
injective,10.69,21.11
near,90.36,27.7
osmosis,37.13,21.04
sei,7.39,16.0
solana,99.92,28.22
sui,32.97,17.04
tezos,82.2,28.86
