chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.36
celestia,55.4,23.4
cosmoshub,85.43,27.89
injective,28.49,21.3
near,95.63,27.44
osmosis,51.62,21.02
sei,14.33,17.12
solana,100.0,28.3
sui,53.38,17.46
tezos,89.85,28.83
