chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.51
celestia,69.42,23.69
cosmoshub,94.81,28.15
injective,46.17,21.82
near,99.66,27.64
osmosis,71.65,21.72
sei,25.86,17.52
solana,100.0,28.51
sui,72.89,18.08
tezos,98.74,29.01
