chain,bound_reduction_%,mu_reduction_%
avalanche,97.91,27.15
celestia,18.08,22.22
cosmoshub,45.38,27.46
injective,4.79,19.97
near,64.82,27.11
osmosis,18.84,20.19
sei,4.61,16.78
solana,98.67,27.95
sui,17.03,16.66
tezos,62.54,28.68
