file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,907,0.000,362,0.200,73.011651,3.141545e-05,0.000000
avalanche_weights.csv,907,0.100,362,0.200,66.269251,3.434851e-07,0.000000
avalanche_weights.csv,907,0.200,362,0.200,59.526851,8.114795e-10,0.000000
avalanche_weights.csv,907,0.300,362,0.200,52.784451,2.302874e-13,0.000000
avalanche_weights.csv,907,0.000,362,0.250,92.256499,5.413464e-02,0.000000
avalanche_weights.csv,907,0.100,362,0.250,83.789173,4.470729e-03,0.000000
avalanche_weights.csv,907,0.200,362,0.250,75.321848,1.117320e-04,0.000000
avalanche_weights.csv,907,0.300,362,0.250,66.854522,5.365797e-07,0.000000
avalanche_weights.csv,907,0.000,362,0.300,109.759121,6.967559e-01,0.000000
avalanche_weights.csv,907,0.100,362,0.300,99.741092,2.314508e-01,0.000000
avalanche_weights.csv,907,0.200,362,0.300,89.723063,2.851666e-02,0.000000
avalanche_weights.csv,907,0.300,362,0.300,79.705034,8.965683e-04,0.000000
avalanche_weights.csv,907,0.000,362,0.330,119.799221,9.979085e-01,0.000000
avalanche_weights.csv,907,0.100,362,0.330,108.896918,6.544036e-01,0.000000
avalanche_weights.csv,907,0.200,362,0.330,97.994614,1.740400e-01,0.000000
avalanche_weights.csv,907,0.300,362,0.330,87.092310,1.337538e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.189262,3.405886e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,7.530336,2.252312e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,6.871409,1.319129e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.212483,6.583009e-02,0.000000
celestia_weights.csv,100,0.000,40,0.250,11.249157,8.792249e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.364241,7.531257e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.479326,5.931501e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.594410,4.185295e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.663439,9.882571e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.677095,9.246824e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.690751,8.043389e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.704407,6.361372e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.617658,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.575892,9.849082e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.534126,9.106900e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.492360,7.738224e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.475004,4.126161e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.647503,2.151362e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,15.820003,8.383275e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,13.992503,2.178184e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,22.729496,7.966576e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.616547,5.533184e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.503597,3.010708e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.390647,1.167761e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.728332,9.886575e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.355499,8.551507e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,20.982666,5.985490e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.609832,3.126430e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.315137,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.723623,9.885420e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.132109,8.352491e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.540596,5.438850e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.421609,6.838795e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.099448,5.851459e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.777287,4.786770e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.455126,3.697078e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.603868,9.350192e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.203481,8.718428e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.803094,7.858272e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.402707,6.783733e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.719517,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.300,6.247565,9.906723e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.775614,9.552106e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.303662,8.897979e-01,0.000000
