chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.54
celestia,55.59,23.39
cosmoshub,85.61,27.88
injective,28.51,21.29
near,95.6,27.45
osmosis,51.92,20.99
sei,14.42,17.09
solana,100.0,28.39
sui,53.06,17.36
tezos,90.96,28.89
