chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.64
celestia,69.59,23.67
cosmoshub,94.85,28.14
injective,46.19,21.82
near,99.66,27.64
osmosis,71.85,21.69
sei,25.93,17.49
solana,100.0,28.54
sui,72.61,17.99
tezos,98.98,29.07
