chain,bound_reduction_%,mu_reduction_%
avalanche,98.02,27.35
celestia,17.97,22.22
cosmoshub,45.86,27.45
injective,4.82,19.97
near,64.55,27.11
osmosis,19.4,20.15
sei,4.73,16.74
solana,99.28,28.03
sui,16.77,16.55
tezos,64.48,28.75
