chain,bound_reduction_%,mu_reduction_%
avalanche,99.83,27.42
celestia,29.72,22.61
cosmoshub,68.77,27.66
injective,15.24,20.58
near,89.74,27.34
osmosis,30.43,20.41
sei,4.73,16.74
solana,99.95,28.16
sui,31.7,16.85
tezos,64.48,28.75
