file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,892,0.000,356,0.200,71.938999,4.037694e-05,0.000000
avalanche_weights.csv,892,0.100,356,0.200,65.303844,4.869592e-07,0.000000
avalanche_weights.csv,892,0.200,356,0.200,58.668688,1.311017e-09,0.000000
avalanche_weights.csv,892,0.300,356,0.200,52.033533,4.439638e-13,0.000000
avalanche_weights.csv,892,0.000,356,0.250,92.012663,7.625374e-02,0.000000
avalanche_weights.csv,892,0.100,356,0.250,83.569693,7.348532e-03,0.000000
avalanche_weights.csv,892,0.200,356,0.250,75.126723,2.223539e-04,0.000000
avalanche_weights.csv,892,0.300,356,0.250,66.683752,1.360504e-06,0.000000
avalanche_weights.csv,892,0.000,356,0.300,106.805844,6.446490e-01,0.000000
avalanche_weights.csv,892,0.100,356,0.300,97.043197,2.006748e-01,0.000000
avalanche_weights.csv,892,0.200,356,0.300,87.280550,2.323366e-02,0.000000
avalanche_weights.csv,892,0.300,356,0.300,77.517902,6.885049e-04,0.000000
avalanche_weights.csv,892,0.000,356,0.330,117.499354,9.961419e-01,0.000000
avalanche_weights.csv,892,0.100,356,0.330,106.787087,6.437039e-01,0.000000
avalanche_weights.csv,892,0.200,356,0.330,96.074820,1.701946e-01,0.000000
avalanche_weights.csv,892,0.300,356,0.330,85.362553,1.315190e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.814188,4.619305e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.132770,3.300491e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.451351,2.127334e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.769932,1.199048e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.174945,7.212304e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.397451,5.772491e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,8.619956,4.235479e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,7.842462,2.776285e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.219413,9.667182e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.317472,8.871972e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.415531,7.615008e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.513589,5.997669e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.915629,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.924066,9.956892e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.932504,9.466581e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.940941,8.399802e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,16.259829,1.085828e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,14.713846,3.929602e-02,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,13.167863,9.925113e-03,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,11.621880,1.515608e-03,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,23.031943,8.259663e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.888749,5.869989e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.745555,3.276813e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.602360,1.308568e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.682819,9.875156e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.314538,8.515861e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,20.946256,5.940766e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.577974,3.091538e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.261144,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.675029,9.873146e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.088915,8.312728e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.502801,5.391875e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.295385,6.463862e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,3.985846,5.482485e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.676308,4.445025e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.366769,3.402353e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.484777,9.186102e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.096299,8.510392e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.707821,7.620975e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.319344,6.536305e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.603770,9.998003e-01,0.000000
injective_weights.csv,50,0.100,20,0.300,6.143393,9.852529e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.683016,9.448283e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.222639,8.753879e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,6.603770,9.998003e-01,0.000000
injective_weights.csv,50,0.100,20,0.330,6.143393,9.852529e-01,0.000000
injective_weights.csv,50,0.200,20,0.330,5.683016,9.448283e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.222639,8.753879e-01,0.000000
near_weights.csv,312,0.000,124,0.200,26.348076,5.837223e-02,0.000000
near_weights.csv,312,0.100,124,0.200,23.911987,1.454018e-02,0.000000
near_weights.csv,312,0.200,124,0.200,21.475897,2.197763e-03,0.000000
near_weights.csv,312,0.300,124,0.200,19.039807,1.664041e-04,0.000000
near_weights.csv,312,0.000,124,0.250,34.486591,6.356530e-01,0.000000
near_weights.csv,312,0.100,124,0.250,31.316137,3.436684e-01,0.000000
near_weights.csv,312,0.200,124,0.250,28.145683,1.274935e-01,0.000000
near_weights.csv,312,0.300,124,0.250,24.975229,2.811722e-02,0.000000
near_weights.csv,312,0.000,124,0.300,38.357988,9.259543e-01,0.000000
near_weights.csv,312,0.100,124,0.300,34.840138,6.680573e-01,0.000000
near_weights.csv,312,0.200,124,0.300,31.322288,3.441915e-01,0.000000
near_weights.csv,312,0.300,124,0.300,27.804438,1.114403e-01,0.000000
near_weights.csv,312,0.000,124,0.330,41.656215,1.000000e+00,0.000000
near_weights.csv,312,0.100,124,0.330,37.848286,8.985553e-01,0.000000
near_weights.csv,312,0.200,124,0.330,34.040357,5.940285e-01,0.000000
near_weights.csv,312,0.300,124,0.330,30.232427,2.569955e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.200,8.329280,3.671042e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.200,7.696352,2.525319e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.200,7.063424,1.564248e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.200,6.430496,8.458839e-02,0.000000
osmosis_weights.csv,100,0.000,40,0.250,10.375756,7.550163e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.250,9.618181,6.198098e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.250,8.860605,4.711431e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.250,8.103030,3.245409e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.300,12.306665,9.718542e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.300,11.435998,9.003891e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.300,10.565332,7.852692e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.300,9.694665,6.343021e-01,0.000000
osmosis_weights.csv,100,0.000,40,0.330,13.229544,9.997286e-01,0.000000
osmosis_weights.csv,100,0.100,40,0.330,12.306589,9.718499e-01,0.000000
osmosis_weights.csv,100,0.200,40,0.330,11.383635,8.946617e-01,0.000000
osmosis_weights.csv,100,0.300,40,0.330,10.460680,7.687748e-01,0.000000
sei_weights.csv,40,0.000,16,0.200,3.731403,7.951364e-01,0.000000
sei_weights.csv,40,0.100,16,0.200,3.518263,7.318854e-01,0.000000
sei_weights.csv,40,0.200,16,0.200,3.305123,6.604228e-01,0.000000
sei_weights.csv,40,0.300,16,0.200,3.091982,5.818291e-01,0.000000
sei_weights.csv,40,0.000,16,0.250,4.493276,9.489947e-01,0.000000
sei_weights.csv,40,0.100,16,0.250,4.243948,9.110004e-01,0.000000
sei_weights.csv,40,0.200,16,0.250,3.994621,8.610979e-01,0.000000
sei_weights.csv,40,0.300,16,0.250,3.745293,7.989571e-01,0.000000
sei_weights.csv,40,0.000,16,0.300,5.245274,9.995073e-01,0.114750
sei_weights.csv,40,0.100,16,0.300,4.960746,9.907154e-01,0.086920
sei_weights.csv,40,0.200,16,0.300,4.676219,9.696891e-01,0.064270
sei_weights.csv,40,0.300,16,0.300,4.391692,9.349142e-01,0.047630
