file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,932,0.000,372,0.200,76.484844,5.331043e-05,0.000000
avalanche_weights.csv,932,0.100,372,0.200,69.395158,6.024442e-07,0.000000
avalanche_weights.csv,932,0.200,372,0.200,62.305472,1.433436e-09,0.000000
avalanche_weights.csv,932,0.300,372,0.200,55.215786,3.940528e-13,0.000000
avalanche_weights.csv,932,0.000,372,0.250,96.878278,7.958186e-02,0.000000
avalanche_weights.csv,932,0.100,372,0.250,87.948820,7.256018e-03,0.000000
avalanche_weights.csv,932,0.200,372,0.250,79.019361,1.964974e-04,0.000000
avalanche_weights.csv,932,0.300,372,0.250,70.089902,9.937642e-07,0.000000
avalanche_weights.csv,932,0.000,372,0.300,111.923111,6.476665e-01,0.000000
avalanche_weights.csv,932,0.100,372,0.300,101.648826,1.943221e-01,0.000000
avalanche_weights.csv,932,0.200,372,0.300,91.374540,2.058907e-02,0.000000
avalanche_weights.csv,932,0.300,372,0.300,81.100255,5.186655e-04,0.000000
avalanche_weights.csv,932,0.000,372,0.330,125.720056,1.000000e+00,0.000000
avalanche_weights.csv,932,0.100,372,0.330,114.225733,7.566959e-01,0.000000
avalanche_weights.csv,932,0.200,372,0.330,102.731410,2.304428e-01,0.000000
avalanche_weights.csv,932,0.300,372,0.330,91.237087,1.980775e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.248042,5.479592e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.523238,4.045985e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.798434,2.699670e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.073630,1.577920e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.676496,8.022108e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.848847,6.630314e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.021197,5.030490e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.193548,3.413921e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.001245,9.519094e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.081121,8.584853e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.160996,7.188215e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.240872,5.465462e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.962471,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.926224,9.957352e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.889977,9.432685e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.853729,8.279296e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.753363,4.464139e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.898026,2.388346e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,16.042690,9.583017e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,14.187354,2.575906e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,23.014466,8.243245e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.873020,5.850603e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.731573,3.261194e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.590126,1.300154e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,26.004873,9.944018e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.604386,8.759670e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,21.203898,6.255494e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.803411,3.341746e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.560333,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.944299,9.933181e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.328266,8.527851e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.712233,5.651855e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.468562,6.973842e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.141706,5.986323e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.814850,4.913338e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.487994,3.807568e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.673946,9.437482e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.266551,8.833146e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.859157,7.992198e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.451762,6.925808e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.772175,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.300,6.294957,9.927104e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.817740,9.595490e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.340522,8.960418e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,6.772175,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.330,6.294957,9.927104e-01,0.000000
injective_weights.csv,50,0.200,20,0.330,5.817740,9.595490e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.340522,8.960418e-01,0.000000
near_weights.csv,300,0.000,120,0.200,25.257829,5.680252e-02,0.000000
near_weights.csv,300,0.100,120,0.200,22.932046,1.448752e-02,0.000000
near_weights.csv,300,0.200,120,0.200,20.606264,2.278619e-03,0.000000
near_weights.csv,300,0.300,120,0.200,18.280481,1.837666e-04,0.000000
near_weights.csv,300,0.000,120,0.250,32.976778,6.073866e-01,0.000000
near_weights.csv,300,0.100,120,0.250,29.959100,3.257100e-01,0.000000
near_weights.csv,300,0.200,120,0.250,26.941422,1.212571e-01,0.000000
near_weights.csv,300,0.300,120,0.250,23.923745,2.729726e-02,0.000000
near_weights.csv,300,0.000,120,0.300,36.679574,9.046618e-01,0.000000
near_weights.csv,300,0.100,120,0.300,33.331617,6.410189e-01,0.000000
near_weights.csv,300,0.200,120,0.300,29.983659,3.277996e-01,0.000000
near_weights.csv,300,0.300,120,0.300,26.635702,1.069759e-01,0.000000
near_weights.csv,300,0.000,120,0.330,39.865119,9.998479e-01,0.000000
