chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.56
celestia,52.45,23.6
cosmoshub,85.29,27.89
injective,27.45,21.43
near,98.06,27.62
osmosis,59.74,21.61
sei,13.89,17.25
solana,100.0,28.5
sui,53.56,17.42
tezos,88.4,28.71
