chain,bound_reduction_%,mu_reduction_%
avalanche,99.75,27.34
celestia,36.44,22.24
cosmoshub,68.16,27.67
injective,10.34,21.15
near,87.35,27.44
osmosis,35.59,21.16
sei,6.32,16.31
solana,99.9,28.26
sui,31.76,16.98
tezos,63.03,28.63
