chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.61
celestia,69.59,23.67
cosmoshub,94.75,28.15
injective,46.1,21.83
near,99.65,27.64
osmosis,69.66,22.02
sei,25.52,17.64
solana,100.0,28.62
sui,72.89,18.08
tezos,99.01,28.99
