chain,bound_reduction_%,mu_reduction_%
avalanche,99.78,27.31
celestia,30.74,22.56
cosmoshub,68.3,27.67
injective,15.16,20.59
near,89.61,27.34
osmosis,27.2,20.65
sei,4.23,16.89
solana,99.95,28.23
sui,32.04,16.95
tezos,66.48,28.66
