chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.48
celestia,55.75,23.38
cosmoshub,85.36,27.89
injective,28.43,21.3
near,95.55,27.45
osmosis,59.8,21.61
sei,13.9,17.24
solana,100.0,28.42
sui,53.38,17.46
tezos,91.39,28.81
