chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.65
celestia,74.01,23.2
cosmoshub,98.55,28.53
injective,47.35,21.62
near,99.73,27.75
osmosis,76.76,22.83
sei,26.8,17.15
solana,100.0,28.65
sui,72.8,18.11
tezos,99.46,29.13
