chain,bound_reduction_%,mu_reduction_%
avalanche,99.89,27.38
celestia,35.7,23.36
cosmoshub,68.34,27.67
injective,11.01,21.07
near,89.71,27.34
osmosis,26.44,20.71
sei,4.23,16.89
solana,99.94,28.24
sui,32.15,16.93
tezos,67.49,28.69
