chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.53
celestia,52.38,23.6
cosmoshub,85.33,27.89
injective,27.44,21.43
near,95.6,27.45
osmosis,59.6,21.63
sei,13.9,17.24
solana,100.0,28.44
sui,53.54,17.43
tezos,91.86,28.84
