chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.7
celestia,80.66,24.14
cosmoshub,94.72,28.15
injective,45.93,21.86
near,99.65,27.64
osmosis,69.59,22.03
sei,25.53,17.63
solana,100.0,28.64
sui,72.98,18.05
tezos,99.1,29.01
