chain,bound_reduction_%,mu_reduction_%
avalanche,97.64,27.28
celestia,22.69,22.95
cosmoshub,45.53,27.46
injective,11.01,21.07
near,64.48,27.11
osmosis,15.41,20.44
sei,4.23,16.89
solana,98.98,28.12
sui,17.15,16.65
tezos,67.49,28.69
