chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.49
celestia,61.73,22.9
cosmoshub,84.65,27.9
injective,26.86,21.51
near,95.48,27.55
osmosis,57.45,21.86
sei,16.02,16.58
solana,100.0,28.52
sui,53.3,17.47
tezos,89.92,28.78
