chain,bound_reduction_%,mu_reduction_%
avalanche,97.52,27.24
celestia,23.88,21.9
cosmoshub,45.64,27.46
injective,10.59,21.12
near,74.27,27.39
osmosis,13.07,20.62
sei,1.37,15.46
solana,98.98,28.13
sui,16.74,16.69
tezos,63.16,28.63
