chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.63
celestia,57.07,23.28
cosmoshub,85.05,27.9
injective,27.43,21.44
near,94.74,27.5
osmosis,59.61,21.63
sei,14.78,16.98
solana,100.0,28.5
sui,53.48,17.44
tezos,88.91,28.75
