chain,bound_reduction_%,mu_reduction_%
avalanche,97.88,27.35
celestia,18.39,22.2
cosmoshub,45.06,27.46
injective,11.02,21.07
near,71.81,27.33
osmosis,15.51,20.43
sei,5.26,16.6
solana,98.96,28.12
sui,17.07,16.66
tezos,61.33,28.58
