chain,bound_reduction_%,mu_reduction_%
avalanche,99.9,27.47
celestia,42.15,23.03
cosmoshub,67.89,27.67
injective,11.02,21.07
near,86.38,27.43
osmosis,26.49,20.7
sei,5.26,16.6
solana,99.93,28.25
sui,32.08,16.94
tezos,61.33,28.58
