chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.77
celestia,71.08,23.52
cosmoshub,94.58,28.16
injective,45.93,21.86
near,99.62,27.66
osmosis,69.58,22.03
sei,26.21,17.38
solana,100.0,28.66
sui,72.94,18.06
tezos,98.49,28.93
