chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.53
celestia,73.48,23.26
cosmoshub,98.23,28.57
injective,47.24,21.64
near,99.83,27.84
osmosis,77.31,22.74
sei,27.34,16.91
solana,100.0,28.64
sui,72.61,17.99
tezos,99.15,29.19
