chain,bound_reduction_%,mu_reduction_%
avalanche,97.51,27.23
celestia,19.3,21.17
cosmoshub,40.39,27.51
injective,12.49,20.91
near,80.18,27.52
osmosis,14.22,20.53
sei,0.96,15.71
solana,98.8,28.12
sui,16.32,16.6
tezos,53.46,28.94
