chain,bound_reduction_%,mu_reduction_%
avalanche,99.76,27.3
celestia,30.18,21.53
cosmoshub,64.2,27.72
injective,12.49,20.91
near,91.32,27.61
osmosis,36.31,21.11
sei,7.34,16.02
solana,99.91,28.26
sui,31.42,16.88
tezos,88.96,29.06
