chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.42
celestia,52.18,22.34
cosmoshub,92.65,28.25
injective,28.8,21.26
near,96.99,27.67
osmosis,57.84,21.82
sei,16.51,16.4
solana,100.0,28.5
sui,52.93,17.38
tezos,88.96,29.06
