chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.46
celestia,72.81,23.34
cosmoshub,98.22,28.58
injective,47.62,21.57
near,99.82,27.86
osmosis,77.36,22.73
sei,27.34,16.91
solana,100.0,28.63
sui,72.85,18.09
tezos,99.07,29.19
