chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.36
celestia,62.51,22.83
cosmoshub,92.58,28.25
injective,29.19,21.2
near,96.89,27.7
osmosis,57.84,21.82
sei,16.46,16.42
solana,100.0,28.48
sui,53.2,17.49
tezos,88.24,29.06
