chain,bound_reduction_%,mu_reduction_%
avalanche,96.89,27.16
celestia,20.19,21.11
cosmoshub,39.53,27.52
injective,3.36,20.25
near,79.37,27.55
osmosis,14.24,20.53
sei,0.94,15.72
solana,99.1,28.09
sui,16.45,16.72
tezos,51.62,28.94
