chain,bound_reduction_%,mu_reduction_%
avalanche,97.85,27.16
celestia,18.14,22.21
cosmoshub,45.83,27.45
injective,4.73,19.98
near,64.18,27.12
osmosis,16.6,20.35
sei,4.51,16.81
solana,99.02,28.02
sui,17.03,16.66
tezos,62.25,28.67
