chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.54
celestia,69.46,23.68
cosmoshub,94.85,28.14
injective,46.09,21.83
near,99.65,27.65
osmosis,70.19,21.94
sei,25.78,17.54
solana,100.0,28.59
sui,72.87,18.09
tezos,98.69,29.01
