chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.38
celestia,55.44,23.4
cosmoshub,85.57,27.88
injective,28.42,21.31
near,95.52,27.45
osmosis,49.88,21.2
sei,14.23,17.15
solana,100.0,28.38
sui,53.36,17.46
tezos,89.65,28.83
