chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.5
celestia,61.69,22.91
cosmoshub,84.67,27.9
injective,26.86,21.51
near,95.41,27.53
osmosis,57.41,21.86
sei,16.01,16.58
solana,100.0,28.52
sui,53.25,17.48
tezos,89.98,28.78
