chain,bound_reduction_%,mu_reduction_%
avalanche,99.73,27.35
celestia,35.37,22.3
cosmoshub,68.49,27.67
injective,10.6,21.12
near,87.79,27.46
osmosis,35.23,21.19
sei,7.34,16.02
solana,99.92,28.27
sui,31.73,16.99
tezos,63.35,28.62
