chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.65
celestia,74.11,23.18
cosmoshub,93.95,28.19
injective,45.28,21.96
near,99.68,27.69
osmosis,77.47,22.72
sei,26.98,17.07
solana,100.0,28.67
sui,72.81,18.1
tezos,98.71,28.96
