chain,bound_reduction_%,mu_reduction_%
avalanche,98.58,27.3
celestia,18.95,22.17
cosmoshub,45.43,27.46
injective,11.33,21.04
near,64.34,27.11
osmosis,16.57,20.35
sei,4.23,16.89
solana,99.13,28.11
sui,17.03,16.66
tezos,66.66,28.67
