chain,bound_reduction_%,mu_reduction_%
avalanche,99.87,27.38
celestia,30.84,22.56
cosmoshub,68.29,27.67
injective,11.33,21.04
near,89.63,27.34
osmosis,27.67,20.62
sei,4.23,16.89
solana,99.95,28.23
sui,32.01,16.95
tezos,66.66,28.67
