chain,bound_reduction_%,mu_reduction_%
avalanche,98.68,27.35
celestia,16.0,21.38
cosmoshub,46.08,27.45
injective,12.44,20.91
near,74.3,27.42
osmosis,23.1,20.93
sei,0.6,15.97
solana,98.78,28.12
sui,16.45,16.72
tezos,62.17,28.63
