chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.53
celestia,61.51,22.92
cosmoshub,84.16,27.92
injective,28.85,21.25
near,95.58,27.58
osmosis,57.02,21.9
sei,15.81,16.65
solana,100.0,28.51
sui,53.1,17.51
tezos,89.72,28.78
