chain,bound_reduction_%,mu_reduction_%
avalanche,99.89,27.42
celestia,37.96,22.14
cosmoshub,68.69,27.66
injective,12.44,20.91
near,87.96,27.51
osmosis,34.73,21.22
sei,6.46,16.27
solana,99.9,28.26
sui,31.56,17.01
tezos,62.17,28.63
