chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.49
celestia,74.25,23.17
cosmoshub,98.17,28.58
injective,47.56,21.58
near,99.83,27.87
osmosis,77.63,22.69
sei,27.35,16.91
solana,100.0,28.62
sui,72.89,18.08
tezos,97.75,29.02
