chain,bound_reduction_%,mu_reduction_%
avalanche,99.66,27.27
celestia,31.96,21.42
cosmoshub,63.23,27.73
injective,12.84,20.87
near,90.99,27.64
osmosis,37.0,21.05
sei,7.33,16.02
solana,99.92,28.22
sui,31.73,16.99
tezos,82.12,28.86
