chain,bound_reduction_%,mu_reduction_%
avalanche,99.85,27.35
celestia,32.8,21.36
cosmoshub,62.8,27.73
injective,10.46,21.13
near,90.44,27.72
osmosis,36.62,21.08
sei,9.11,15.44
solana,99.87,28.24
sui,32.89,17.05
tezos,82.18,28.86
