chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.54
celestia,73.76,23.23
cosmoshub,98.14,28.58
injective,45.12,21.99
near,99.83,27.94
osmosis,77.29,22.75
sei,28.93,16.1
solana,100.0,28.62
sui,73.93,18.15
tezos,97.76,29.02
