chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.45
celestia,53.39,22.24
cosmoshub,92.32,28.26
injective,26.74,21.52
near,96.8,27.78
osmosis,57.75,21.83
sei,18.18,15.72
solana,100.0,28.48
sui,54.46,17.55
tezos,82.18,28.86
