chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.81
celestia,71.2,23.51
cosmoshub,94.23,28.18
injective,45.4,21.94
near,99.68,27.62
osmosis,78.3,22.58
sei,27.4,16.89
solana,100.0,28.68
sui,72.81,18.1
tezos,98.53,28.95
